,index,H,Day,Hour,Location ID,Network Node Description,MW Factor,Energy Component,Congestion Component,Marginal Loss Component,Price
0,84,D,2024-07-01,1,16255,LD.CANDLE  13.2,28.0,25.94,0.0,0.52,26.46
1,177,D,2024-07-01,2,16255,LD.CANDLE  13.2,26.0,28.7,0.0,0.49,29.19
2,270,D,2024-07-01,3,16255,LD.CANDLE  13.2,24.0,23.7,0.0,0.45,24.15
3,363,D,2024-07-01,4,16255,LD.CANDLE  13.2,24.0,23.16,0.0,0.48,23.64
4,456,D,2024-07-01,5,16255,LD.CANDLE  13.2,23.0,24.01,0.0,0.5,24.51
5,549,D,2024-07-01,6,16255,LD.CANDLE  13.2,23.0,22.48,0.0,0.46,22.94
6,642,D,2024-07-01,7,16255,LD.CANDLE  13.2,23.0,22.77,0.0,0.48,23.25
7,735,D,2024-07-01,8,16255,LD.CANDLE  13.2,27.0,23.12,0.0,0.45,23.57
8,827,D,2024-07-01,9,16255,LD.CANDLE  13.2,30.0,24.01,0.0,0.41,24.42
9,916,D,2024-07-01,10,16255,LD.CANDLE  13.2,34.0,22.94,0.0,0.36,23.3
10,1001,D,2024-07-01,11,16255,LD.CANDLE  13.2,32.0,22.15,0.0,0.28,22.43
11,1086,D,2024-07-01,12,16255,LD.CANDLE  13.2,32.0,23.0,0.0,0.26,23.26
12,1169,D,2024-07-01,13,16255,LD.CANDLE  13.2,33.0,23.02,0.0,0.27,23.29
13,1256,D,2024-07-01,14,16255,LD.CANDLE  13.2,32.0,23.91,0.0,0.29,24.2
14,1341,D,2024-07-01,15,16255,LD.CANDLE  13.2,31.0,29.51,0.0,0.35,29.86
15,1426,D,2024-07-01,16,16255,LD.CANDLE  13.2,31.0,23.36,0.0,0.32,23.68
16,1516,D,2024-07-01,17,16255,LD.CANDLE  13.2,33.0,26.91,0.0,0.37,27.28
17,1609,D,2024-07-01,18,16255,LD.CANDLE  13.2,35.0,29.05,0.0,0.46,29.51
18,1702,D,2024-07-01,19,16255,LD.CANDLE  13.2,38.0,34.67,0.0,0.64,35.31
19,1796,D,2024-07-01,20,16255,LD.CANDLE  13.2,38.0,47.9,0.0,0.92,48.82
20,1889,D,2024-07-01,21,16255,LD.CANDLE  13.2,36.0,46.64,0.0,0.86,47.5
21,1982,D,2024-07-01,22,16255,LD.CANDLE  13.2,36.0,43.22,0.0,0.83,44.05
22,2075,D,2024-07-01,23,16255,LD.CANDLE  13.2,34.0,30.14,0.0,0.51,30.65
23,2168,D,2024-07-01,24,16255,LD.CANDLE  13.2,30.0,30.9,0.0,0.48,31.38
24,2261,D,2024-07-02,1,16255,LD.CANDLE  13.2,26.0,22.8,0.0,0.42,23.22
25,2354,D,2024-07-02,2,16255,LD.CANDLE  13.2,24.0,23.55,0.0,0.46,24.01
26,2447,D,2024-07-02,3,16255,LD.CANDLE  13.2,23.0,22.28,0.0,0.41,22.69
27,2540,D,2024-07-02,4,16255,LD.CANDLE  13.2,25.0,22.13,0.0,0.37,22.5
28,2633,D,2024-07-02,5,16255,LD.CANDLE  13.2,22.0,22.95,0.0,0.33,23.28
29,2726,D,2024-07-02,6,16255,LD.CANDLE  13.2,22.0,24.96,0.0,0.35,25.31
30,2819,D,2024-07-02,7,16255,LD.CANDLE  13.2,23.0,24.58,0.0,0.39,24.97
31,2912,D,2024-07-02,8,16255,LD.CANDLE  13.2,25.0,22.41,0.0,0.37,22.78
32,3004,D,2024-07-02,9,16255,LD.CANDLE  13.2,28.0,22.78,0.0,0.35,23.13
33,3091,D,2024-07-02,10,16255,LD.CANDLE  13.2,31.0,22.26,0.0,0.28,22.54
34,3174,D,2024-07-02,11,16255,LD.CANDLE  13.2,31.0,22.67,0.0,0.24,22.91
35,3257,D,2024-07-02,12,16255,LD.CANDLE  13.2,32.0,23.64,0.0,0.23,23.87
36,3340,D,2024-07-02,13,16255,LD.CANDLE  13.2,32.0,26.52,0.0,0.24,26.76
37,3422,D,2024-07-02,14,16255,LD.CANDLE  13.2,32.0,34.62,0.0,0.29,34.91
38,3507,D,2024-07-02,15,16255,LD.CANDLE  13.2,32.0,40.89,0.0,0.38,41.27
39,3594,D,2024-07-02,16,16255,LD.CANDLE  13.2,33.0,31.53,0.0,0.41,31.94
40,3683,D,2024-07-02,17,16255,LD.CANDLE  13.2,36.0,36.91,0.0,0.6,37.51
41,3774,D,2024-07-02,18,16255,LD.CANDLE  13.2,38.0,41.74,0.0,0.77,42.51
42,3867,D,2024-07-02,19,16255,LD.CANDLE  13.2,41.0,45.27,0.0,0.97,46.24
43,3961,D,2024-07-02,20,16255,LD.CANDLE  13.2,40.0,48.74,0.0,1.11,49.85
44,4054,D,2024-07-02,21,16255,LD.CANDLE  13.2,38.0,35.08,0.0,0.73,35.81
45,4147,D,2024-07-02,22,16255,LD.CANDLE  13.2,37.0,33.73,0.0,0.64,34.37
46,4240,D,2024-07-02,23,16255,LD.CANDLE  13.2,34.0,31.17,0.0,0.58,31.75
47,4333,D,2024-07-02,24,16255,LD.CANDLE  13.2,30.0,23.96,0.0,0.42,24.38
48,4426,D,2024-07-03,1,16255,LD.CANDLE  13.2,26.0,27.88,0.0,0.52,28.4
49,4519,D,2024-07-03,2,16255,LD.CANDLE  13.2,24.0,23.46,0.0,0.44,23.9
50,4612,D,2024-07-03,3,16255,LD.CANDLE  13.2,23.0,21.23,0.0,0.37,21.6
51,4705,D,2024-07-03,4,16255,LD.CANDLE  13.2,22.0,22.23,0.0,0.36,22.59
52,4798,D,2024-07-03,5,16255,LD.CANDLE  13.2,21.0,23.39,0.0,0.36,23.75
53,4890,D,2024-07-03,6,16255,LD.CANDLE  13.2,20.0,24.22,0.0,0.38,24.6
54,4982,D,2024-07-03,7,16255,LD.CANDLE  13.2,22.0,21.07,0.0,0.36,21.43
55,5074,D,2024-07-03,8,16255,LD.CANDLE  13.2,25.0,22.65,0.0,0.36,23.01
56,5164,D,2024-07-03,9,16255,LD.CANDLE  13.2,27.0,23.77,0.0,0.32,24.09
57,5250,D,2024-07-03,10,16255,LD.CANDLE  13.2,30.0,23.74,0.0,0.28,24.02
58,5333,D,2024-07-03,11,16255,LD.CANDLE  13.2,32.0,21.61,0.0,0.25,21.86
59,5416,D,2024-07-03,12,16255,LD.CANDLE  13.2,33.0,22.44,0.0,0.23,22.67
60,5498,D,2024-07-03,13,16255,LD.CANDLE  13.2,34.0,22.5,0.0,0.24,22.74
61,5581,D,2024-07-03,14,16255,LD.CANDLE  13.2,35.0,32.07,0.0,0.33,32.4
62,5665,D,2024-07-03,15,16255,LD.CANDLE  13.2,35.0,34.94,0.0,0.4,35.34
63,5751,D,2024-07-03,16,16255,LD.CANDLE  13.2,36.0,36.46,0.0,0.52,36.98
64,5839,D,2024-07-03,17,16255,LD.CANDLE  13.2,39.0,31.53,0.0,0.52,32.05
65,5932,D,2024-07-03,18,16255,LD.CANDLE  13.2,41.0,37.55,0.0,0.75,38.3
66,6026,D,2024-07-03,19,16255,LD.CANDLE  13.2,43.0,42.52,0.0,0.97,43.49
67,6120,D,2024-07-03,20,16255,LD.CANDLE  13.2,42.0,44.36,0.0,1.02,45.38
68,6213,D,2024-07-03,21,16255,LD.CANDLE  13.2,41.0,37.76,0.0,0.79,38.55
69,6306,D,2024-07-03,22,16255,LD.CANDLE  13.2,39.0,36.9,0.0,0.74,37.64
70,6399,D,2024-07-03,23,16255,LD.CANDLE  13.2,37.0,38.6,0.0,0.76,39.36
71,6492,D,2024-07-03,24,16255,LD.CANDLE  13.2,33.0,35.53,0.0,0.66,36.19
72,6585,D,2024-07-04,1,16255,LD.CANDLE  13.2,29.0,43.99,0.0,0.88,44.87
73,6678,D,2024-07-04,2,16255,LD.CANDLE  13.2,26.0,24.07,0.0,0.52,24.59
74,6771,D,2024-07-04,3,16255,LD.CANDLE  13.2,25.0,21.97,0.0,0.43,22.4
75,6864,D,2024-07-04,4,16255,LD.CANDLE  13.2,23.0,21.81,0.0,0.39,22.2
76,6957,D,2024-07-04,5,16255,LD.CANDLE  13.2,23.0,23.52,0.0,0.39,23.91
77,7050,D,2024-07-04,6,16255,LD.CANDLE  13.2,22.0,24.27,0.0,0.41,24.68
78,7143,D,2024-07-04,7,16255,LD.CANDLE  13.2,22.0,23.87,0.0,0.41,24.28
79,7236,D,2024-07-04,8,16255,LD.CANDLE  13.2,25.0,24.14,0.0,0.42,24.56
80,7327,D,2024-07-04,9,16255,LD.CANDLE  13.2,29.0,22.72,0.0,0.36,23.08
81,7416,D,2024-07-04,10,16255,LD.CANDLE  13.2,32.0,23.97,0.0,0.31,24.28
82,7503,D,2024-07-04,11,16255,LD.CANDLE  13.2,33.0,22.23,0.0,0.21,22.44
83,7590,D,2024-07-04,12,16255,LD.CANDLE  13.2,32.0,23.86,0.0,0.18,24.04
84,7674,D,2024-07-04,13,16255,LD.CANDLE  13.2,33.0,35.86,0.0,0.16,36.02
85,7759,D,2024-07-04,14,16255,LD.CANDLE  13.2,33.0,30.41,0.0,0.11,30.52
86,7845,D,2024-07-04,15,16255,LD.CANDLE  13.2,33.0,39.44,0.0,0.1,39.54
87,7934,D,2024-07-04,16,16255,LD.CANDLE  13.2,34.0,42.2,0.0,0.22,42.42
88,8027,D,2024-07-04,17,16255,LD.CANDLE  13.2,36.0,34.53,0.0,0.29,34.82
89,8121,D,2024-07-04,18,16255,LD.CANDLE  13.2,41.0,38.11,0.0,0.42,38.53
90,8214,D,2024-07-04,19,16255,LD.CANDLE  13.2,40.0,37.81,0.0,0.47,38.28
91,8307,D,2024-07-04,20,16255,LD.CANDLE  13.2,40.0,34.66,0.0,0.41,35.07
92,8400,D,2024-07-04,21,16255,LD.CANDLE  13.2,37.0,44.11,0.0,0.45,44.56
93,8493,D,2024-07-04,22,16255,LD.CANDLE  13.2,35.0,47.75,0.0,0.46,48.21
94,8586,D,2024-07-04,23,16255,LD.CANDLE  13.2,35.0,45.78,0.0,0.51,46.29
95,8679,D,2024-07-04,24,16255,LD.CANDLE  13.2,34.0,31.06,0.0,0.3,31.36
96,8772,D,2024-07-05,1,16255,LD.CANDLE  13.2,32.0,39.85,0.0,0.35,40.2
97,8865,D,2024-07-05,2,16255,LD.CANDLE  13.2,30.0,26.62,0.0,0.24,26.86
98,8958,D,2024-07-05,3,16255,LD.CANDLE  13.2,29.0,33.07,0.0,0.25,33.32
99,9051,D,2024-07-05,4,16255,LD.CANDLE  13.2,26.0,30.79,0.0,0.24,31.03
100,9144,D,2024-07-05,5,16255,LD.CANDLE  13.2,25.0,30.31,0.0,0.25,30.56
101,9237,D,2024-07-05,6,16255,LD.CANDLE  13.2,25.0,35.11,0.0,0.3,35.41
102,9330,D,2024-07-05,7,16255,LD.CANDLE  13.2,25.0,34.76,0.0,0.3,35.06
103,9423,D,2024-07-05,8,16255,LD.CANDLE  13.2,27.0,27.17,0.0,0.2,27.37
104,9516,D,2024-07-05,9,16255,LD.CANDLE  13.2,30.0,26.62,0.0,0.18,26.8
105,9609,D,2024-07-05,10,16255,LD.CANDLE  13.2,34.0,32.05,0.0,0.19,32.24
106,9702,D,2024-07-05,11,16255,LD.CANDLE  13.2,36.0,29.45,0.0,0.18,29.63
107,9795,D,2024-07-05,12,16255,LD.CANDLE  13.2,38.0,28.06,0.0,0.12,28.18
108,9889,D,2024-07-05,13,16255,LD.CANDLE  13.2,38.0,25.81,0.0,0.1,25.91
109,9982,D,2024-07-05,14,16255,LD.CANDLE  13.2,38.0,25.65,0.0,0.03,25.68
110,10074,D,2024-07-05,15,16255,LD.CANDLE  13.2,40.0,41.94,0.0,0.0,41.94
111,10166,D,2024-07-05,16,16255,LD.CANDLE  13.2,42.0,50.19,0.0,0.01,50.2
112,10259,D,2024-07-05,17,16255,LD.CANDLE  13.2,42.0,136.76,0.0,0.22,136.98
113,10352,D,2024-07-05,18,16255,LD.CANDLE  13.2,42.0,195.61,0.0,0.64,196.25
114,10446,D,2024-07-05,19,16255,LD.CANDLE  13.2,43.0,49.58,0.0,0.42,50.0
115,10539,D,2024-07-05,20,16255,LD.CANDLE  13.2,42.0,48.56,0.0,0.34,48.9
116,10632,D,2024-07-05,21,16255,LD.CANDLE  13.2,41.0,46.22,0.0,0.29,46.51
117,10725,D,2024-07-05,22,16255,LD.CANDLE  13.2,40.0,45.54,0.0,0.19,45.73
118,10818,D,2024-07-05,23,16255,LD.CANDLE  13.2,39.0,34.47,0.0,0.21,34.68
119,10911,D,2024-07-05,24,16255,LD.CANDLE  13.2,35.0,30.35,0.0,0.24,30.59
120,11004,D,2024-07-06,1,16255,LD.CANDLE  13.2,32.0,37.96,0.0,0.38,38.34
121,11097,D,2024-07-06,2,16255,LD.CANDLE  13.2,30.0,50.93,0.0,0.66,51.59
122,11190,D,2024-07-06,3,16255,LD.CANDLE  13.2,28.0,39.08,0.0,0.43,39.51
123,11283,D,2024-07-06,4,16255,LD.CANDLE  13.2,27.0,23.81,0.0,0.23,24.04
124,11376,D,2024-07-06,5,16255,LD.CANDLE  13.2,26.0,22.3,0.0,0.25,22.55
125,11469,D,2024-07-06,6,16255,LD.CANDLE  13.2,25.0,68.57,0.0,0.7,69.27
126,11562,D,2024-07-06,7,16255,LD.CANDLE  13.2,26.0,38.24,0.0,0.4,38.64
127,11655,D,2024-07-06,8,16255,LD.CANDLE  13.2,28.0,30.64,0.0,0.39,31.03
128,11748,D,2024-07-06,9,16255,LD.CANDLE  13.2,32.0,28.18,0.0,0.38,28.56
129,11841,D,2024-07-06,10,16255,LD.CANDLE  13.2,35.0,30.14,0.0,0.42,30.56
130,11933,D,2024-07-06,11,16255,LD.CANDLE  13.2,37.0,23.97,0.0,0.38,24.35
131,12025,D,2024-07-06,12,16255,LD.CANDLE  13.2,39.0,29.94,0.0,0.42,30.36
132,12116,D,2024-07-06,13,16255,LD.CANDLE  13.2,40.0,26.5,0.0,0.37,26.87
133,12208,D,2024-07-06,14,16255,LD.CANDLE  13.2,40.0,37.17,0.0,0.46,37.63
134,12300,D,2024-07-06,15,16255,LD.CANDLE  13.2,39.0,30.18,0.0,0.35,30.53
135,12393,D,2024-07-06,16,16255,LD.CANDLE  13.2,40.0,32.53,0.0,0.25,32.78
136,12486,D,2024-07-06,17,16255,LD.CANDLE  13.2,41.0,42.33,0.0,0.26,42.59
137,12579,D,2024-07-06,18,16255,LD.CANDLE  13.2,42.0,51.69,0.0,0.39,52.08
138,12672,D,2024-07-06,19,16255,LD.CANDLE  13.2,43.0,56.59,0.0,0.48,57.07
139,12765,D,2024-07-06,20,16255,LD.CANDLE  13.2,42.0,56.5,0.0,0.47,56.97
140,12858,D,2024-07-06,21,16255,LD.CANDLE  13.2,41.0,66.9,0.0,0.52,67.42
141,12951,D,2024-07-06,22,16255,LD.CANDLE  13.2,39.0,46.29,0.0,0.37,46.66
142,13044,D,2024-07-06,23,16255,LD.CANDLE  13.2,38.0,34.03,0.0,0.37,34.4
143,13137,D,2024-07-06,24,16255,LD.CANDLE  13.2,35.0,32.05,0.0,0.43,32.48
144,13230,D,2024-07-07,1,16255,LD.CANDLE  13.2,32.0,36.32,0.0,0.48,36.8
145,13323,D,2024-07-07,2,16255,LD.CANDLE  13.2,30.0,27.67,0.0,0.34,28.01
146,13416,D,2024-07-07,3,16255,LD.CANDLE  13.2,28.0,28.81,0.0,0.25,29.06
147,13509,D,2024-07-07,4,16255,LD.CANDLE  13.2,27.0,25.66,0.0,0.23,25.89
148,13602,D,2024-07-07,5,16255,LD.CANDLE  13.2,26.0,27.48,0.0,0.27,27.75
149,13695,D,2024-07-07,6,16255,LD.CANDLE  13.2,26.0,28.22,0.0,0.3,28.52
150,13788,D,2024-07-07,7,16255,LD.CANDLE  13.2,26.0,26.83,0.0,0.29,27.12
151,13881,D,2024-07-07,8,16255,LD.CANDLE  13.2,28.0,25.39,0.0,0.31,25.7
152,13974,D,2024-07-07,9,16255,LD.CANDLE  13.2,31.0,24.41,0.0,0.36,24.77
153,14064,D,2024-07-07,10,16255,LD.CANDLE  13.2,34.0,20.95,0.0,0.31,21.26
154,14155,D,2024-07-07,11,16255,LD.CANDLE  13.2,37.0,21.77,0.0,0.32,22.09
155,14246,D,2024-07-07,12,16255,LD.CANDLE  13.2,40.0,24.24,0.0,0.35,24.59
156,14339,D,2024-07-07,13,16255,LD.CANDLE  13.2,42.0,31.36,0.0,0.46,31.82
157,14429,D,2024-07-07,14,16255,LD.CANDLE  13.2,42.0,29.79,0.0,0.38,30.17
158,14520,D,2024-07-07,15,16255,LD.CANDLE  13.2,44.0,32.46,0.0,0.39,32.85
159,14611,D,2024-07-07,16,16255,LD.CANDLE  13.2,44.0,48.04,0.0,0.43,48.47
160,14704,D,2024-07-07,17,16255,LD.CANDLE  13.2,45.0,57.89,0.0,0.64,58.53
161,14798,D,2024-07-07,18,16255,LD.CANDLE  13.2,45.0,89.17,0.0,1.37,90.54
162,14892,D,2024-07-07,19,16255,LD.CANDLE  13.2,45.0,222.04,0.0,4.59,226.63
163,14986,D,2024-07-07,20,16255,LD.CANDLE  13.2,44.0,105.91,0.0,2.32,108.23
164,15079,D,2024-07-07,21,16255,LD.CANDLE  13.2,44.0,59.14,0.0,1.35,60.49
165,15172,D,2024-07-07,22,16255,LD.CANDLE  13.2,42.0,50.26,0.0,1.01,51.27
166,15265,D,2024-07-07,23,16255,LD.CANDLE  13.2,39.0,30.68,0.0,0.57,31.25
167,15358,D,2024-07-07,24,16255,LD.CANDLE  13.2,35.0,30.89,0.0,0.48,31.37
168,15451,D,2024-07-08,1,16255,LD.CANDLE  13.2,31.0,33.9,0.0,0.48,34.38
169,15544,D,2024-07-08,2,16255,LD.CANDLE  13.2,29.0,28.57,0.0,0.34,28.91
170,15637,D,2024-07-08,3,16255,LD.CANDLE  13.2,28.0,29.39,0.0,0.3,29.69
171,15730,D,2024-07-08,4,16255,LD.CANDLE  13.2,27.0,29.54,0.0,0.29,29.83
172,15823,D,2024-07-08,5,16255,LD.CANDLE  13.2,27.0,32.82,0.0,0.32,33.14
173,15916,D,2024-07-08,6,16255,LD.CANDLE  13.2,26.0,32.1,0.0,0.35,32.45
174,16009,D,2024-07-08,7,16255,LD.CANDLE  13.2,27.0,29.76,0.0,0.34,30.1
175,16102,D,2024-07-08,8,16255,LD.CANDLE  13.2,30.0,28.68,0.0,0.31,28.99
176,16195,D,2024-07-08,9,16255,LD.CANDLE  13.2,33.0,33.23,0.0,0.39,33.62
177,16287,D,2024-07-08,10,16255,LD.CANDLE  13.2,36.0,33.51,0.0,0.37,33.88
178,16377,D,2024-07-08,11,16255,LD.CANDLE  13.2,40.0,43.37,0.0,0.49,43.86
179,16465,D,2024-07-08,12,16255,LD.CANDLE  13.2,42.0,30.87,0.0,0.36,31.23
180,16554,D,2024-07-08,13,16255,LD.CANDLE  13.2,43.0,54.24,0.0,0.39,54.63
181,16644,D,2024-07-08,14,16255,LD.CANDLE  13.2,45.0,56.07,0.0,0.43,56.5
182,16736,D,2024-07-08,15,16255,LD.CANDLE  13.2,45.0,70.85,0.0,0.79,71.64
183,16829,D,2024-07-08,16,16255,LD.CANDLE  13.2,47.0,105.15,0.0,1.5,106.65
184,16922,D,2024-07-08,17,16255,LD.CANDLE  13.2,48.0,207.55,0.0,3.98,211.53
185,17015,D,2024-07-08,18,16255,LD.CANDLE  13.2,49.0,277.73,0.0,6.75,284.48
186,17108,D,2024-07-08,19,16255,LD.CANDLE  13.2,48.0,500.21,0.0,13.24,513.45
187,17201,D,2024-07-08,20,16255,LD.CANDLE  13.2,47.0,376.53,0.0,9.86,386.39
188,17294,D,2024-07-08,21,16255,LD.CANDLE  13.2,47.0,259.9,0.0,6.56,266.46
189,17387,D,2024-07-08,22,16255,LD.CANDLE  13.2,46.0,140.64,0.0,2.99,143.63
190,17480,D,2024-07-08,23,16255,LD.CANDLE  13.2,42.0,40.8,0.0,0.73,41.53
191,17573,D,2024-07-08,24,16255,LD.CANDLE  13.2,37.0,33.25,0.0,0.5,33.75
192,17666,D,2024-07-09,1,16255,LD.CANDLE  13.2,33.0,76.84,0.0,0.83,77.67
193,17759,D,2024-07-09,2,16255,LD.CANDLE  13.2,31.0,47.46,0.0,0.4,47.86
194,17852,D,2024-07-09,3,16255,LD.CANDLE  13.2,30.0,39.38,0.0,0.33,39.71
195,17945,D,2024-07-09,4,16255,LD.CANDLE  13.2,29.0,48.22,0.0,0.43,48.65
196,18038,D,2024-07-09,5,16255,LD.CANDLE  13.2,29.0,29.96,0.0,0.24,30.2
197,18131,D,2024-07-09,6,16255,LD.CANDLE  13.2,28.0,29.46,0.0,0.25,29.71
